"","X","DAY","MONTH","YEAR","LATITUDE.x","LONGITUDE.x","Depth","Magnitude","Magnitude.Type","FLAG_TSUNAMI","INTENSITY","COUNTRY","LOCATION_NAME","DEATHS","INJURIES","DAMAGE_MILLIONS_DOLLARS","HOUSES_DESTROYED","HOUSES_DAMAGED","TOTAL_MISSING","PeopleAffected","PropertyDamanged"
"164",164,12,11,1996,-14.993,-75.675,33,7.7,"MWC",1,8,"PERU","PERU:  CHINCHA ALTA, ACARI, NAZCA, MARCONA",14,560,68,800,4000,1,575,4800
"165",165,12,11,1999,40.758,31.161,10,7.2,"MWC",0,9,"TURKEY","TURKEY:  BOLU-DUZCE-KAYNASLI, ADAPAZARI, ZONGULDAK",894,4948,1000,526,5000,1,5843,5526
"166",166,12,12,1979,1.598,-79.358,24,7.7,"MS",1,9,"COLOMBIA","COLOMBIA: OFF SHORE, PACIFIC OCEAN",600,20000,8,10000,15700,21,20621,25700
"167",167,12,12,1992,-8.48,121.896,27.7,7.8,"MW",1,7,"INDONESIA","INDONESIA:  FLORES REGION, MAUMERE, BABI",1000,500,100,31785,40,70,1570,31825
"168",168,12,12,2005,36.357,71.093,224.6,6.5,"MWB",0,5,"AFGHANISTAN","AFGHANISTAN:  TILI, JALALABAD, BADAKHSHAN",5,1,3.5,100,100,15,21,200
"169",169,12,2,1968,-5.42,153.368,30,7.3,"MW",0,8,"PAPUA NEW GUINEA","PAPUA NEW GUINEA:  NEW IRELAND",1,97,5,328,8546,9,107,8874
"170",170,12,2,2014,35.9053,82.5864,10,6.9,"MWW",0,10,"CHINA","CHINA:  XINJIANG PROVINCE:  YUTIAN",573,7,1e+05,800,1140,11,591,1940
"171",171,12,3,1966,24.122,122.583,30,7.5,"MW",1,10,"TAIWAN","TAIWAN",7,10,134,105,4000,1,18,4105
"172",172,12,3,1983,-4.056,127.924,16.9,6.7,"MW",1,8,"INDONESIA","INDONESIA:  BANDA SEA",1,4,1,10000,2000,200,205,12000
"173",173,12,3,1993,-14.385,-178.252,9.6,6.4,"MWB",0,9,"WALLIS AND FUTUNA (FRENCH TERRITORY)","FUTUNA ISLAND",5,201,33.5,154,43000,70,276,43154
"174",174,12,3,2005,39.44,40.978,11.1,5.6,"MWB",0,9,"TURKEY","TURKEY:  CAT, KARLIOVA",48,16,1,2000,718,62,126,2718
"175",175,12,4,1967,5.121,96.286,50,6.7,"MW",1,8,"INDONESIA","INDONESIA-MALAYSIA:  N SUMATERA,MALAY PENINSULA",14,6,5,2000,6,9,29,2006
"176",176,12,4,1971,28.363,55.737,15,6.1,"MW",0,4,"IRAN","IRAN:  TAZARJ,BARGHANY,MADANUIYEH,BARAFTAB,DARAGAH",1,200,1,1156,4882,62,263,6038
"177",177,12,4,1983,-4.843,-78.103,104.2,7,"MW",0,3,"PERU","PERU:  CHIMBOTE",10,27,0.5,99,3,6,43,102
"178",178,12,4,1998,46.245,13.652,10,5.6,"MWC",0,8,"AUSTRIA","AUSTRIA:  ARNOLDSTEIN; SLOVENIA:  BOVEC, KOBARID",1,12,28.4,41302,14118,138,151,55420
"179",179,12,4,2002,35.959,69.417,10,5.9,"MWC",0,6,"TAJIKISTAN","TAJIKISTAN; AFGHANISTAN: DO ABI-NAHRIN",50,150,164,160,160,11,211,320
"180",180,12,4,2013,34.369,134.828,14,5.8,"MWW",0,7,"JAPAN","JAPAN",9,24,30,8200,1500,1,34,9700
"181",181,12,4,2014,-11.2701,162.1481,22.56,7.6,"MWW",1,7,"SOLOMON ISLANDS","SOLOMON ISLANDS",5,77,2968,3000,815,1,83,3815
"182",182,12,5,1971,37.585,29.784,22.5,6.2,"MW",0,6,"TURKEY","TURKEY:  BURDUR",100,91,0.9,415,1951,62,253,2366
"183",183,12,5,2006,-5.575,105.395,17.2,5.5,"MWB",0,8,"INDONESIA","INDONESIA:  SUMATRA:  KALIANDAK",3000,200,35,66800,15706,366,3566,82506
"184",184,12,5,2008,31.002,103.322,19,7.9,"MWC",1,9,"CHINA","CHINA:  SICHUAN PROVINCE",87652,374171,86000,5360000,5360000,366,462189,10720000
"185",185,12,5,2015,27.8087,86.0655,15,7.3,"MWW",0,10,"NEPAL","NEPAL:   DOLAKHA",117,2800,10.6,1287,10104,15,2932,11391
"186",186,12,6,1968,39.503,143.07,32.1,7,"MW",1,5,"JAPAN","JAPAN:  SANRIKU",2,47,5200,2556,20,15,64,2576
"187",187,12,6,1974,10.563,-63.382,34,6.1,"MS",0,6,"VENEZUELA","VENEZUELA",5,104,2.5,300,17,21,130,317
"188",188,12,6,1978,38.19,142.028,44,7.7,"MS",1,8,"JAPAN","JAPAN:  SANRIKU",28,10000,865,8200,615,1,10029,8815
"189",189,12,6,1989,21.861,89.763,5.8,5.8,"MW",0,8,"BANGLADESH","BANGLADESH:  BANARIPARA",1,100,31,108226,100000,5,106,208226
"190",190,12,6,2010,7.881,91.936,35,7.5,"MWC",1,6,"INDIA","INDIA:  LITTLE NICOBAR ISLAND",1,3,2968,1000,532,21,25,1532
"191",191,12,7,1966,44.707,37.272,39.3,5.7,"MW",1,6,"RUSSIA","RUSSIA:  BLACK SEA",5,17,4524.9,797,50,1,23,847
"192",192,12,7,1983,61.031,-147.286,37,6.6,"MW",0,6,"USA","ALASKA:  PRINCE WILLIAM SOUND",662,119,1,200,56,15,796,256
"193",193,12,7,1983,61.03,-147.38,37,6.4,"MWC",0,6,"USA","ALASKA:  PRINCE WILLIAM SOUND",2266,175,1,500,1000,62,2503,1500
"194",194,12,7,1986,29.962,51.582,10,5.7,"MW",0,8,"IRAN","IRAN:  S, FARS PROVINCE, MAMASANI, SHIRAZ",1,4,1,300,7500,1,6,7800
"195",195,12,7,1991,45.364,21.057,10.7,5.6,"MW",0,8,"ROMANIA","ROMANIA:  BANLOC, DETA, TIMISOARA",2,30,1,20,500,1,33,520
"196",196,12,7,1993,42.851,139.197,16.7,7.7,"MW",1,8,"JAPAN","JAPAN:  HOKKAIDO; RUSSIA:  SOUTHEAST; SOUTH KOREA",23,233,1207,20,90,138,394,110
"197",197,12,8,2010,-1.266,-77.306,206.7,7.1,"MWC",0,5,"ECUADOR","ECUADOR:  MANTA, GUAYAQUIL, LOJA",1,4,0.5,12000,550,70,75,12550
"198",198,12,8,2016,-22.4765,173.1167,16.37,7.2,"MWW",1,7,"NEW CALEDONIA","NEW CALEDONIA:  LOYALTY ISLANDS",23000,166836,8000,339000,339000,366,190202,678000
"199",199,12,9,1979,-1.679,136.04,5,7.9,"MS",1,9,"INDONESIA","INDONESIA:  NEW GUINEA:  IRIAN JAYA",15,250,14000,1000,150,21,286,1150
"200",200,12,9,1981,35.693,73.594,33,6.2,"MB",0,8,"PAKISTAN","PAKISTAN: GILGIT",220,2500,5,187,718,1,2721,905
"201",201,12,9,2007,-4.438,101.367,34,8.4,"MWW",1,6,"INDONESIA","INDONESIA:  SUMATRA",25,161,56,56425,56425,9,195,112850
"202",202,12,9,2007,-2.625,100.841,35,7.9,"MWC",0,6,"INDONESIA","INDONESIA:  SUMATRA",5,556,753,22399,15,70,631,22414
"203",203,12,9,2009,10.709,-67.927,14,6.4,"MWC",0,6,"VENEZUELA","VENEZUELA:  CARABOBO",2,18,6.5,1000,17,21,41,1017
"204",204,13,1,1976,66.157,-16.582,33,6.4,"MS",0,8,"ICELAND","ICELAND:  KOPASKER",62,45,130,781,1390,62,169,2171
"205",205,13,1,2001,13.049,-88.66,60,7.7,"MWC",1,8,"EL SALVADOR","EL SALVADOR:  DAMAGE & INJURIES IN EVERY DEPT.",844,4723,753,108226,169632,28,5595,277858
"206",206,13,1,2007,46.243,154.524,10,8.1,"MWC",1,11,"RUSSIA","RUSSIA:  KURIL ISLANDS",316000,30000,5,108226,127000,17,346017,235226
"207",207,13,1,2014,19.0428,-66.8096,20,6.4,"MWW",0,7,"USA TERRITORY","PUERTO RICO",2,4,550,154,7561,1,7,7715
"208",208,13,10,1985,40.301,69.823,16,5.8,"MW",0,9,"TAJIKISTAN","TAJIKISTAN:  KAPTOLYUK, KAYRAKKUM, GAFUROV",29,80,200,40,1951,1,110,1991
"209",209,13,10,1993,-5.889,146.02,25.3,6.9,"MW",0,7,"PAPUA NEW GUINEA","PAPUA NEW GUINEA:  EASTERN:  UPPER MARKHAM VALLEY",60,200,5,2556,25,17,277,2581
"210",210,13,11,1965,43.745,87.843,35,6.5,"MW",0,8,"CHINA","CHINA:  XINJIANG PROVINCE",3,100,500,1156,500,11,114,1656
"211",211,13,11,1993,51.934,158.647,34,7,"MW",1,9,"RUSSIA","RUSSIA:  KAMCHATKA",2,2000,8,38,1390,1,2003,1428
"212",212,13,11,2015,31.0009,128.8729,12,6.7,"MWW",1,9,"JAPAN","JAPAN:  KYUSYU ISLAND",30,20000,2623,3,875,1,20031,878
"213",213,13,11,2016,-42.7358,173.0499,15.22,7.8,"MWW",1,5,"NEW ZEALAND","NEW ZEALAND:  AMBERLEY",2,132,1,75000,66800,700,834,141800
"214",214,13,12,1982,14.701,44.379,5,6.3,"MW",0,8,"YEMEN","YEMEN:  DHAMAR",2800,1500,2000,12000,21100,200,4500,33100
"215",215,13,12,1990,37.3,15.438,11.1,5.6,"MW",1,7,"ITALY","ITALY:  SICILY:  CARLENTINI",19,200,500,40,126,15,234,166
"216",216,13,12,1990,23.722,121.627,10,6.7,"MW",1,5,"TAIWAN","TAIWAN:  HUA-LIEN",2,20000,55,100000,169632,11,20013,269632
"217",217,13,12,1990,23.916,121.636,12.1,6.3,"MW",0,4,"TAIWAN","TAIWAN:  HUALIEN,  TAIPEI",2,3,43,168,1,5,10,169
"218",218,13,2,1966,26.12,103.222,10,5.9,"MW",0,9,"CHINA","CHINA:   YUNNAN PROVINCE",22,100,14000,2000,20,1,123,2020
"219",219,13,2,1983,39.945,75.135,16.1,6.2,"MS",0,8,"CHINA","CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE: WUQUA S",5,2,5,690,45,62,69,735
"220",220,13,2,2001,13.671,-88.938,10,6.6,"MWC",0,6,"EL SALVADOR","EL SALVADOR: SAN JUAN TEPEZONTES-SAN VICENTE-COJUTEP",315,3399,348.5,41302,15706,1,3715,57008
"221",221,13,3,1975,-29.941,-71.337,4,6.9,"MS",1,8,"CHILE","CHILE:  COQUIMBO, LA SERENA",2,25,74,544,43000,1,28,43544
"222",222,13,3,1992,39.71,39.605,27.2,6.7,"MWB",0,8,"TURKEY","TURKEY:  ERZINCAN",653,2000,750,2539,8057,15,2668,10596
"223",223,13,3,2005,27.095,61.887,54,6,"MWB",0,6,"IRAN","IRAN:  SARAVAN",50,200,5,3500,3288,28,278,6788
"224",224,13,3,2014,33.6842,131.8249,79,6.3,"MWW",0,8,"JAPAN","JAPAN:  SOUTHWESTERN",2,18,10,20000,1420,138,158,21420
"225",225,13,4,1978,43.269,20.919,33,5.7,"MS",0,8,"SERBIA AND MONTENEGRO","BALKANS NW:  SERBIA:  BRUS",1185,17,178,2539,50,5,1207,2589
"226",226,13,4,1985,-9.245,114.185,98.9,5.9,"MW",1,4,"INDONESIA","INDONESIA:  DENPASAR, BALI",1,4,20,300,1000,200,205,1300
"227",227,13,4,2007,17.302,-100.198,34,6,"MWB",0,5,"MEXICO","MEXICO:  GUERRERO, ATOYAC",7,5,28,2,60,1,13,62
"228",228,13,4,2010,33.165,96.548,17,6.9,"MWC",0,9,"CHINA","CHINA:  QINGHAI PROVINCE:  YUSHU",2220,12135,500,15000,11922,70,14425,26922
"229",229,13,4,2014,-11.4633,162.0511,39,7.4,"MWW",1,9,"SOLOMON ISLANDS","SOLOMON ISLANDS",1,483,55.6,10000,2000,200,684,12000
"230",230,13,5,1984,42.967,17.734,29.7,5.5,"MW",0,7,"BOSNIA-HERZEGOVINA","BOSNIA-HERZEGOVINA:  LJUBINJE; CROATIA:  DUBROVNIK",1,2,1500,65,1027,62,65,1092
"231",231,13,5,1986,41.431,43.737,10,5.8,"MW",0,7,"GEORGIA","GEORGIA:  AKHALKALAKI, SUSUZ",2,6,730,1500,1500,138,146,3000
"232",232,13,5,1990,-40.296,176.064,20.6,6.4,"MW",0,8,"NEW ZEALAND","NEW ZEALAND:  DANNEVIRKE,  WELLINGTON",1,36,2.5,43000,2,366,403,43002
"233",233,13,5,1995,40.149,21.695,14,6.6,"MW",1,8,"GREECE","GREECE:  GREVENA-KOZANI, THESSALONIKI, YUGOSLAVIA",5,25,450,12000,3500,11,41,15500
"234",234,13,5,1997,36.411,70.945,196,6.5,"MWB",0,6,"AFGHANISTAN","AFGHANISTAN:  HINDU-KUSH, MALAKAND-PESHAWAR",1,12000,1,75000,12000,15,12016,87000
"235",235,13,6,1984,31.448,140.036,40.6,5.7,"MW",1,6,"JAPAN","JAPAN:  TORI SHIMA, OKINAWA",2,390,550,8094,200,62,454,8294
"236",236,13,6,2005,-19.987,-69.197,115.6,7.8,"MWB",0,7,"CHILE","CHILE:  TARAPACA",11,200,1.5,544,40,1,212,584
"237",237,13,6,2007,13.554,-90.618,23,6.7,"MWC",0,7,"GUATEMALA","GUATEMALA:  GUATEMALA CITY",600,12,1,107,127,21,633,234
"238",238,13,6,2008,39.03,140.881,7.8,6.9,"MWC",0,9,"JAPAN","JAPAN:  HONSHU:  TOKYO",13,357,20000,1000,614,15,385,1614
"239",239,13,6,2011,-43.564,172.743,6.1,5.9,"MWW",0,8,"NEW ZEALAND","NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY",1,45,3000,100,5,200,246,105
"240",240,13,7,1974,7.747,-77.688,12,7.3,"MS",0,8,"COLOMBIA","COLOMBIA: BOGOTA, CALI, PEREIRA",11,1,5,800,150,1,13,950
"241",241,13,7,1990,36.415,70.789,216.8,6.4,"MW",0,4,"AFGHANISTAN","AFGHANISTAN:  HINDU KUSH:  PIK LENINA",43,5,5,600,1390,1,49,1990
"242",242,13,8,1965,-16.198,167.607,35,7.2,"MW",1,7,"VANUATU","VANUATU ISLANDS",1,41,1500,1,181665,200,242,181666
"243",243,13,8,1965,-15.871,166.96,25,7.4,"MW",1,8,"VANUATU","VANUATU ISLANDS",1,9,2.75,135,50,17,27,185
"244",244,13,8,1967,-4.41,152.439,20,6.3,"MW",1,6,"PAPUA NEW GUINEA","PAPUA NEW GUINEA:  BISMARCK SEA",1,5,50,100,31,17,23,131
"245",245,13,8,1967,43.094,-0.731,10,5.7,"MW",0,8,"FRANCE","FRANCE:  ARETTE,LANNE,MONTORY,ARAMITS,HAUX,SUNHAR",1,80,24,300,1000,62,143,1300
"246",246,13,8,1978,34.35,-119.7,10,5.8,"MWC",0,7,"USA","CALIFORNIA:  SOUTHERN",62,65,15,10762,20000,138,265,30762
"247",247,13,8,1981,44.849,17.312,15.5,5.5,"MS",0,8,"BOSNIA-HERZEGOVINA","BALKANS NW:  BOSNIA-HERZEGOVINA:  BANJA LUKA",894,44,5,41000,300,62,1000,41300
"248",248,13,8,1987,-17.897,-70.931,36.5,6.6,"MW",0,5,"PERU","CHILE:  ARICA; PERU:  AREQUIPA, TACNA",1,1,12.7,2678,10044,70,72,12722
"249",249,13,8,2010,12.487,141.474,16,6.9,"MWC",1,8,"USA TERRITORY","GUAM, NORTHERN MARIANA ISLANDS",1,3000,8000,39700,40,138,3139,39740
"250",250,13,9,1972,37.99,22.485,81.5,6.1,"MW",0,8,"GREECE","GREECE:  CORINTHIA, ARCADIA",3,5,3,500,1951,11,19,2451
"251",251,13,9,1984,35.789,137.488,10,6.2,"MW",0,6,"JAPAN","JAPAN:  HONSHU:  CENTRAL: MT ONTAKE",29,30,43,37000,20,11,70,37020
"252",252,13,9,1986,37.014,22.176,11.2,6,"MW",0,10,"GREECE","GREECE:  KALAMI, LAKONIA, ZAKINTHOS",20,300,5,1500,100,11,331,1600
"253",253,13,9,1999,40.709,30.045,13,5.9,"MWB",0,6,"TURKEY","TURKEY:  ADAPAZARI-GOLUCK-KOCAELI",7,422,3600,500,45,15,444,545
"254",254,13,9,2002,13.036,93.068,21,6.5,"MWC",1,8,"INDIA","INDIA:  ANDAMAN ISLANDS:  RONGAT, DIGLIPUR,ARIEL BAY",2,22,5,40,20,21,45,60
"255",255,14,1,1976,-29.208,-177.886,69,6.3,"MB",0,8,"KERMADEC ISLANDS (NEW ZEALAND)","KERMADEC ISLANDS",140,4,5,10762,10044,366,510,20806
"256",256,14,1,1976,-15.225,-173.515,33,5.7,"MB",0,8,"KERMADEC ISLANDS (NEW ZEALAND)","KERMADEC ISLANDS",402,5,410.9,97294,100000,700,1107,197294
"257",257,14,1,1976,-28.427,-177.657,33,8,"MS",1,8,"KERMADEC ISLANDS (NEW ZEALAND)","KERMADEC ISLANDS",25000,3,5,168,2,200,25203,170
"258",258,14,1,1978,34.809,139.259,14,6.6,"MS",1,5,"JAPAN","JAPAN:  TOKKAIDO, OSHIMA",25,129,0.6,85,544,138,292,629
"259",259,14,1,2000,25.607,101.063,33,5.9,"MWC",0,8,"CHINA","CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY",5,2528,73.5,41000,41000,62,2595,82000
"260",260,14,1,2002,-19.384,-69.231,33,5.8,"MWB",0,6,"CHILE","CHILE: NORTHERN: CUYA, HUARA, IQUIQUE, POZO ALMONTE",160,11,0.5,500,41,17,188,541
"261",261,14,10,1968,-31.566,117.071,15,6.5,"MW",0,9,"AUSTRALIA","AUSTRALIA:  MECKERING, NORTHAM, CUNDERDIN, YORK",1,2,2.2,328,200,700,703,528
"262",262,14,10,1991,-9.094,158.442,23.4,7.2,"MW",1,7,"SOLOMON ISLANDS","SOLOMON ISLANDS",1,2000,2,168,5000,6,2007,5168
"263",263,14,10,1997,-22.101,-176.772,167.3,7.8,"MWB",1,6,"TONGA","TONGA ISLANDS",1,100,20,2214,41000,70,171,43214
"264",264,14,10,2014,12.5262,-88.1225,40,7.3,"MWW",1,7,"EL SALVADOR","EL SALVADOR:  GULF OF FONSECA",1,300,1500,5,41,62,363,46
"265",265,14,11,1979,33.918,59.741,33,6.6,"MS",0,7,"IRAN","IRAN:  KHORASAN",350,17,10,60,2000,11,378,2060
"266",266,14,11,1986,23.901,121.574,33.8,7.4,"MW",1,8,"TAIWAN","TAIWAN:  TAIPEI, HUALIEN",15,44,369.6,191,1,1,60,192
"267",267,14,11,1994,13.525,121.067,31.5,7.1,"MW",1,4,"PHILIPPINES","PHILIPPINES:  MINDORO",81,225,3.7,797,3288,138,444,4085
"268",268,14,11,2001,35.946,90.541,10,7.8,"MWC",0,6,"CHINA","CHINA:  QINGHAI PROVINCE:  XIDATAN",20005,231,530,2305,6,1,20237,2311
"269",269,14,11,2003,27.372,103.971,33,5.6,"MWC",0,4,"CHINA","CHINA:  YUNNAN PROVINCE:  LUDIAN, ZHAOTONG",4,65,1,600,600,138,207,1200
"270",270,14,11,2005,38.107,144.896,11,7,"MWC",1,9,"JAPAN","JAPAN:  EAST COAST HONSHU",2,9,134,2556,12,62,73,2568
"271",271,14,11,2007,-22.247,-69.89,40,7.7,"MWC",1,8,"CHILE","CHILE:  TOCOPILLA, MARIA ELENA",2,65,1000,544,15700,6,73,16244
"272",272,14,12,1978,32.139,49.646,33,6.2,"MS",0,7,"IRAN","IRAN:  MASJED-E-SOLYEMAN",76,390,0.4,160,200,11,477,360
"273",273,14,12,2002,39.736,97.443,22,5.6,"MWB",0,8,"CHINA","CHINA:  GANSU PROVINCE:  YUMNE",2,17,2,13380,160,15,34,13540
"274",274,14,12,2004,44.119,141.793,10,5.8,"MWB",0,4,"JAPAN","JAPAN:  HOKKAIDO:  OBIRO, HABORO, TOMAMAE",30000,3,170.476,28417,8546,200,30203,36963
"275",275,14,2,1970,-10.012,-75.633,39.8,5.9,"MW",0,9,"PERU","PERU:  PANAO,CHACLLA,QUERO,AYLLAMARCA,LA LINDA",12,201,2.1,12000,40,70,283,12040
"276",276,14,2,1971,36.565,55.762,18.5,5.8,"MW",0,8,"IRAN","IRAN:  JAILAN,BOKRAN,HOSSEINABAD,SHARIFABAD",1,200,28.4,99,160,15,216,259
"277",277,14,2,2004,34.774,73.216,11,5.5,"MWB",0,7,"PAKISTAN","PAKISTAN:  BALAKOT, BATGRAM, MANSEHRA",24,40,5,1420,1420,15,79,2840
"278",278,14,2,2005,15.775,-61.744,11.6,5.8,"MWB",1,5,"GUADELOUPE","GUADELOUPE",7,1,25,41000,43719,70,78,84719
"279",279,14,2,2005,41.728,79.44,22,6.1,"MWC",0,6,"CHINA","CHINA:  XINJIANG PROVINCE:  WUSHI",26,1,0.4,6000,455,138,165,6455
"280",280,14,3,1965,36.405,70.724,207.8,7.4,"MW",0,7,"AFGHANISTAN","AFGHANISTAN",1,5,178,3,20,11,17,23
"281",281,14,3,1979,17.813,-101.276,49,7.6,"MS",1,8,"MEXICO","MEXICO:  GUERRERO",5,35,30,200,500,138,178,700
"282",282,14,3,1998,30.154,57.605,9,6.6,"MWC",0,8,"IRAN","IRAN:  GOLBAF, BAFT, KERMAN",5,50,1500,2000,3288,15,70,5288
"283",283,14,3,2005,39.354,40.89,5,5.8,"MWC",0,6,"TURKEY","TURKEY:  EASTERN:  BINGOL PROVINCE",5,18,1,500,22,11,34,522
"284",284,14,3,2006,-3.595,127.214,30.1,6.7,"MWB",1,8,"INDONESIA","INDONESIA:  SERAM",1,240,1,241,5000,1,242,5241
"285",285,14,3,2012,40.887,144.944,12,6.9,"MWW",1,6,"JAPAN","JAPAN:  HOKKAIDO",34,27,4000,500,20,62,123,520
"286",286,14,4,1973,10.679,-84.759,33,6.5,"MS",0,9,"COSTA RICA","COSTA RICA: TILARAN, ARENAL, RIO CHIQUITO",26,100,0.2,392000,400000,1,127,792000
"287",287,14,4,2012,-18.972,168.741,11,6.2,"MWW",1,6,"VANUATU","VANUATU ISLANDS",1,181,0.4,108226,100000,700,882,208226
"288",288,14,5,1970,43.191,47.14,15,6.7,"MW",1,8,"RUSSIA","RUSSIA:  DAGESTAN",20,2,100,191,1025,1,23,1216
"289",289,14,5,1970,43.078,47.131,12.5,6.1,"MW",0,8,"RUSSIA","RUSSIA:  DAGESTAN",2,100,12.5,500,1951,11,113,2451
"290",290,14,5,1995,-8.378,125.127,11.2,6.9,"MW",1,7,"INDONESIA","INDONESIA:  TIMOR, DILI, MALIANA, MAUBARA",1,4723,20,66800,500000,200,4924,566800
"291",291,14,5,2012,-17.678,-69.591,105.9,6.2,"MWW",0,6,"CHILE","CHILE:  ARICA; PERU:  TACNA",5,12000,0.5,100000,169632,70,12075,269632
"292",292,14,6,1978,8.249,122.403,24,6.9,"MS",1,10,"PHILIPPINES","MINDANAO ISLAND, PHILIPPINES",1,36,10,1150,62,1,38,1212
"293",293,14,6,1990,47.869,85.076,57.9,6.6,"MW",0,5,"KAZAKHSTAN","KAZAKHSTAN:  UST, ZAYSAN",1,10,3.7,3000,300,62,73,3300
"294",294,14,6,1990,11.76,121.899,18.1,7.1,"MW",0,6,"PHILIPPINES","PHILIPPINES:  CULASI, PANAY",4,15,1.794,3,600,21,40,603
"295",295,14,7,1971,-5.524,153.85,40,8,"MW",1,9,"PAPUA NEW GUINEA","PAPUA NEW GUINEA:  NEW IRELAND: BOUGAINVILLE",2,5,100,1000,260,21,28,1260
"296",296,14,7,1973,35.178,86.481,33,6.9,"MS",0,10,"CHINA","CHINA:  TIBET (XIZANG PROVINCE)",111,60,0.92,200,1025,1,172,1225
"297",297,14,7,1976,-8.17,114.888,40,6.5,"MS",0,4,"INDONESIA","INDONESIA:  BALI",573,4755,195,400,17,6,5334,417
"298",298,14,7,1989,-8.081,125.129,9.8,6.7,"MW",0,8,"INDONESIA","INDONESIA:  TIMOR:  ALOR",1,10500,1500,1136,150,9,10510,1286
"299",299,14,7,1993,38.224,21.756,22.6,5.6,"MW",0,8,"GREECE","GREECE:  PATRAS",6,150,1968,1111,11000,1,157,12111
"300",300,14,8,1968,0.157,119.802,20,7.2,"MW",1,8,"INDONESIA","INDONESIA:  SULAWESI:  TAMBU,COAST OF MAPAGA",1,4723,1500,15000,82000,70,4794,97000
"301",301,14,8,2002,14.101,146.199,30,6.5,"MWC",0,7,"USA TERRITORY","NORTHERN MARIANA ISLANDS:  SAIPAN",1,368,17,40,1800,5,374,1840
"302",302,14,8,2003,39.16,20.605,10,6.3,"MWC",0,7,"GREECE","GREECE:  LEFKADA, PREVEZA",2,50,1,241,1027,62,114,1268
"303",303,14,8,2005,-19.78,-68.98,113.8,5.8,"MWB",0,6,"CHILE","CHILE:  TARAPACA",5000,11,5,8200,4,700,5711,8204
"304",304,14,8,2012,49.8,145.064,583.2,7.7,"MWW",0,4,"RUSSIA","RUSSIA:  SAKHALIN ISLAND",5,100,5,97294,2740,1,106,100034
"305",305,14,9,1969,39.643,74.952,30,5.8,"MW",0,7,"CHINA","CHINA:  XINJIANG PROVINCE",1086,1,5,10,100,1,1088,110
"306",306,14,9,1995,16.779,-98.597,23,7.4,"MWB",1,8,"MEXICO","MEXICO:  GUERRERO, OAXACA, PUEBLA, MEXICO CITY",3,100,25,300,41,11,114,341
"307",307,15,1,1968,37.702,13.033,10,6.4,"MW",0,8,"ITALY","ITALY:  SICILY",216,563,320,104,10104,15,794,10208
"308",308,15,1,1993,42.982,144.165,112.3,6.1,"MB",0,6,"JAPAN","JAPAN:  HOKKADIO, KUSHIRO, HACHINOHE, HONSHU",2,5,358,12000,2000,62,69,14000
"309",309,15,1,1993,43.3,143.691,102.2,7.6,"MW",0,6,"JAPAN","JAPAN:  HOKKADIO, KUSHIRO, HACHINOHE, HONSHU",2,3,358,417,1390,138,143,1807
"310",310,15,1,2009,46.857,155.154,36,7.4,"MWC",1,9,"RUSSIA","RUSSIA:  KURIL ISLANDS",1,200,60,40,300,11,212,340
"311",311,15,1,2010,10.454,-63.475,8.1,5.6,"MWC",0,7,"VENEZUELA","VENEZUELA:  CARIACO",1,11,36,1,3,200,212,4
"312",312,15,10,1971,-14.266,-73.392,35,5.5,"MW",0,9,"PERU","PERU:  APURIMAC",5,27,0.5,718,40,17,49,758
"313",313,15,10,1979,32.6673333,-115.3591667,15,6.4,"MW",0,9,"USA","CALIFORNIA:  IMPERIAL VALLEY; MEXICO: MEXICALI",3,91,30,500,1500,138,232,2000
"314",314,15,10,1997,-30.933,-71.22,58,7.1,"MWC",0,7,"CHILE","CHILE:  PUEBLO NUEVO, COQUIMBO, LA CHIMBA",8,300,48,5000,15700,1,309,20700
"315",315,15,10,2004,24.53,122.694,94,6.7,"MWB",0,6,"TAIWAN","TAIWAN:  T'AO-YUAN",30,65,2500,300,500,138,233,800
"316",316,15,10,2006,19.878,-155.935,38.9,6.7,"MWB",1,8,"USA","HAWAIIAN ISLANDS",180,11,73,135,1900,62,253,2035
"317",317,15,10,2007,-44.796,167.553,18,6.8,"MWC",0,5,"NEW ZEALAND","NEW ZEALAND:  SOUTH ISLAND:  FIORDLAND",5,200,15800,2000,2,1,206,2002
"318",318,15,10,2013,9.8796,124.1167,19.04,7.1,"MWW",0,9,"PHILIPPINES","PHILIPPINES:  BOHOL, CEBU",186,583,20.3,10000,21100,11,780,31100
"319",319,15,11,1990,3.908,97.457,48.4,6.7,"MW",0,8,"INDONESIA","INDONESIA:   N SUMATERA, BLANGKEJEREN, KUTACANE",1,32,2.1,2000,15,6,39,2015
"320",320,15,11,2004,4.695,-77.508,15,7.2,"MWB",0,6,"COLOMBIA","COLOMBIA:  BAJO BAUDO, BUENAVENTURA, CERRITO",200,10,5,154,28417,9,219,28571
"321",321,15,11,2006,46.592,153.266,10,8.3,"MWC",1,6,"RUSSIA","RUSSIA:  KURIL ISLANDS",2266,340,10000,800,2000,28,2634,2800
"322",322,15,11,2014,1.8929,126.5217,45,7.1,"MWW",1,6,"INDONESIA","INDONESIA:  N. MOLUCCAS ISLANDS",1,24,58.35,16,62,1,26,78
